majority,congress,session,rollcall-num,legis-num,vote-question,vote-result,vote-desc,r-y,r-no,r-p,r-nv,d-y,d-no,d-p,d-nv,ind-y,ind-n,i-p,i-nv,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
114,1,
R,114,2nd,1,QUORUM,Call of the House,Passed,None,0,0,231,15,0,0,166,22,0,0,0,0,
R,114,2nd,10,H R 712,On Agreeing to the Amendment,Failed,None,0,239,0,6,173,2,0,13,0,0,0,0,
R,114,2nd,102,H R 4238,On Motion to Suspend the Rules and Pass,Passed,To amend the Department of Energy Organization Act and the Local Public Works Capital Development and Investment Act of 1976 to modernize terms relating to minorities,213,0,0,32,163,0,0,25,0,0,0,0,
R,114,2nd,104,H R 3735,On Motion to Suspend the Rules and Pass,Passed,Maya Angelou Memorial Post Office,205,9,1,30,166,0,0,22,0,0,0,0,
R,114,2nd,105,H R 3716,On Passage,Passed,Ensuring Removal of Terminated Providers from Medicaid and CHIP Act,235,0,0,10,171,0,0,17,0,0,0,0,
R,114,2nd,106,H RES 635,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4557, the Blocking Regulatory Interference from Closing Kilns Act of 2016; and providing for proceedings during the period from March 4, 2016, through March 11, 2016.,233,0,0,12,0,174,0,14,0,0,0,0,
R,114,2nd,107,H RES 635,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4557, the Blocking Regulatory Interference from Closing Kilns Act of 2016; and providing for proceedings during the period from March 4, 2016, through March 11, 2016.,233,0,0,12,2,173,0,13,0,0,0,0,
R,114,2nd,109,H R 4557,On Passage,Passed,Blocking Regulatory Interference from Closing Kilns Act of 2016,231,0,0,14,7,163,0,18,0,0,0,0,
R,114,2nd,11,H R 712,On Motion to Recommit with Instructions,Failed,Sunshine for Regulatory Decrees and Settlements Act of 2015,0,241,0,4,171,3,0,14,0,0,0,0,
R,114,2nd,110,JOURNAL,On Approving the Journal,Passed,None,123,90,0,32,94,64,1,29,0,0,0,0,
R,114,2nd,111,S 2426,On Motion to Suspend the Rules and Pass,Passed,To direct the Secretary of State to develop a strategy to obtain observer status for Taiwan in the International Criminal Police Organization, and for other purposes,225,0,0,20,156,0,0,32,0,0,0,0,
R,114,2nd,113,H CON RES 121,On Motion to Suspend the Rules and Agree, as Amended,Passed,Expressing the sense of the Congress condemning the gross violations of international law amounting to war crimes and crimes against humanity by the Government of Syria, its allies, and other parties to the conflict in Syria,228,2,0,15,164,1,0,23,0,0,0,0,
R,114,2nd,114,H RES 640,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4596, the Small Business Boradband Deployment Act and H.R. 3797, the Satisfying Energy Needs and Saving the Environment Act,235,0,0,10,0,177,0,11,0,0,0,0,
R,114,2nd,115,H RES 640,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4596, the Small Business Boradband Deployment Act and H.R. 3797, the Satisfying Energy Needs and Saving the Environment Act,234,0,0,11,1,176,0,11,0,0,0,0,
R,114,2nd,116,H R 2081,On Motion to Suspend the Rules and Pass,Passed,To extend the deadline for commencement of construction of a hydroelectric project involving the Gibson Dam,234,1,0,10,176,1,0,11,0,0,0,0,
R,114,2nd,117,H R 3447,On Motion to Suspend the Rules and Pass, as Amended,Passed,To extend the deadline for commencement of construction of a hydroelectric project,230,1,0,14,176,2,0,10,0,0,0,0,
R,114,2nd,118,H R 3797,On Agreeing to the Amendment,Failed,None,6,221,0,18,160,3,0,25,0,0,0,0,
R,114,2nd,119,H R 3797,On Agreeing to the Amendment,Failed,None,4,230,0,11,171,3,0,14,0,0,0,0,
R,114,2nd,12,H R 712,On Passage,Passed,Sunshine for Regulatory Decrees and Settlements Act of 2015,241,0,0,4,3,173,0,12,0,0,0,0,
R,114,2nd,120,H R 3797,On Agreeing to the Amendment,Failed,None,3,234,0,8,176,1,0,11,0,0,0,0,
R,114,2nd,121,H R 3797,On Agreeing to the Amendment,Failed,None,4,233,0,8,178,1,0,9,0,0,0,0,
R,114,2nd,122,H R 3797,On Motion to Recommit with Instructions,Failed,Satisfying Energy Needs and Saving the Environment Act,1,235,0,9,172,1,0,15,0,0,0,0,
R,114,2nd,123,H R 3797,On Passage,Passed,Satisfying Energy Needs and Saving the Environment Act,228,8,0,9,3,175,0,10,0,0,0,0,
R,114,2nd,124,H R 4596,On Passage,Passed,Small Business Broadband Deployment Act,231,0,0,14,180,0,0,8,0,0,0,0,
R,114,2nd,125,H R 4416,On Motion to Suspend the Rules and Pass,Passed,To extend the deadline for commencement of construction of a hydroelectric project,238,1,0,6,180,1,0,7,0,0,0,0,
R,114,2nd,126,H R 4434,On Motion to Suspend the Rules and Pass,Passed,To extend the deadline for commencement of construction of a hydroelectric project,238,1,0,6,179,1,0,8,0,0,0,0,
R,114,2nd,127,H RES 649,On Ordering the Previous Question,Passed,Providing for consideration of the resolution (H.Res. 639) authorizing the Speaker to appear as amicus curiae on behalf of the House of Representatives in the matter of United States, et al. v. Texas, et al., No. 15-674,234,0,0,11,0,181,0,7,0,0,0,0,
R,114,2nd,128,H RES 649,On Agreeing to the Resolution,Passed,Providing for consideration of the resolution (H.Res. 639) authorizing the Speaker to appear as amicus curiae on behalf of the House of Representatives in the matter of United States, et al. v. Texas, et al., No. 15-674,234,0,0,11,0,180,0,8,0,0,0,0,
R,114,2nd,129,H RES 639,On Agreeing to the Resolution,Passed,Authorizing the Speaker to appear as amicus curiae on behalf of the House of Representatives in the matter of United States, et al. v. Texas, et al., No. 15-674,234,5,0,7,0,181,0,7,0,0,0,0,
R,114,2nd,13,H R 1155,On Agreeing to the Amendment,Failed,None,0,236,0,9,174,3,0,11,0,0,0,0,
R,114,2nd,130,H R 4314,On Motion to Suspend the Rules and Pass, as Amended,Passed,Counterterrorism Screening and Assistance Act of 2016,228,2,0,15,143,0,0,45,0,0,0,0,
R,114,2nd,131,H RES 653,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 2745, the Standard Merger and Acquisition Reviews Through Equal Rules Act of 2015; and providing for proceedings during the period from March 24, 2016, through April 11, 2016,231,0,0,14,0,154,0,34,0,0,0,0,
R,114,2nd,132,H RES 653,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 2745, the Standard Merger and Acquisition Reviews Through Equal Rules Act of 2015; and providing for proceedings during the period from March 24, 2016, through April 11, 2016,233,0,0,12,0,154,0,34,0,0,0,0,
R,114,2nd,133,H R 4742,On Motion to Suspend the Rules and Pass,Passed,Promoting Women in Entrepreneurship Act,229,4,0,12,154,0,0,34,0,0,0,0,
R,114,2nd,134,H R 4755,On Motion to Suspend the Rules and Pass,Passed,Inspiring the Next Space Pioneers, Innovators, Researchers, and Explorers (INSPIRE) Women Act,226,3,0,16,154,0,0,34,0,0,0,0,
R,114,2nd,136,H R 2745,On Motion to Recommit with Instructions,Failed,Standard Merger and Acquisition Reviews Through Equal Rules Act,2,230,0,13,172,5,0,11,0,0,0,0,
R,114,2nd,137,H R 2745,On Passage,Passed,Standard Merger and Acquisition Reviews Through Equal Rules Act,230,1,0,14,5,170,0,13,0,0,0,0,
R,114,2nd,138,H RES 658,On Motion to Suspend the Rules and Agree,Passed,Condemning in the strongest terms the terrorist attacks in Brussels on March 22, 2016, which murdered more than 30 innocent people, and severely wounded many more,232,0,0,13,177,0,0,11,0,0,0,0,
R,114,2nd,139,H R 1567,On Motion to Suspend the Rules and Pass, as Amended,Passed,Global Food Security Act of 2016,201,33,0,11,169,0,0,19,0,0,0,0,
R,114,2nd,14,H R 1155,On Agreeing to the Amendment,Failed,None,0,239,0,6,172,5,0,11,0,0,0,0,
R,114,2nd,140,H R 4676,On Motion to Suspend the Rules and Pass, as Amended,Passed,Preventing Crimes Against Veterans Act of 2016,238,0,0,7,173,0,0,15,0,0,0,0,
R,114,2nd,141,H RES 672,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 2666) to prohibit the Federal Communications Commission from regulating the rates charged for broadband Internet access service,243,0,0,2,0,182,0,6,0,0,0,0,
R,114,2nd,142,H RES 672,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 2666) to prohibit the Federal Communications Commission from regulating the rates charged for broadband Internet access service,241,0,0,4,1,182,0,5,0,0,0,0,
R,114,2nd,143,H RES 671,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 3340) Financial Stability Oversight Council Reform Act and providing for consideration of the bill (H.R. 3791) to raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes,243,0,0,2,0,182,0,6,0,0,0,0,
R,114,2nd,144,H RES 671,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 3340) Financial Stability Oversight Council Reform Act and providing for consideration of the bill (H.R. 3791) to raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes,242,0,0,3,0,182,0,6,0,0,0,0,
R,114,2nd,145,H R 3340,Table Appeal of the Ruling of the Chair,Passed,Financial Stability Oversight Council Reform Act,239,0,0,6,0,176,0,12,0,0,0,0,
R,114,2nd,146,H R 3340,On Passage,Passed,Financial Stability Oversight Council Reform Act,238,1,0,6,1,178,0,9,0,0,0,0,
R,114,2nd,147,H R 3791,On Agreeing to the Amendment,Failed,None,0,241,0,4,165,12,0,11,0,0,0,0,
R,114,2nd,148,H R 3791,Table Appeal of the Ruling of the Chair,Passed,To raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes,240,0,0,5,1,177,0,10,0,0,0,0,
R,114,2nd,149,H R 3791,On Passage,Passed,To raise the consolidated assets threshold under the small bank holding company policy statement, and for other purposes,239,1,0,5,8,170,0,10,0,0,0,0,
R,114,2nd,15,H R 1155,On Agreeing to the Amendment,Failed,None,3,237,0,5,173,4,0,11,0,0,0,0,
R,114,2nd,150,H R 2666,On Agreeing to the Amendment,Failed,None,4,231,0,10,175,0,0,13,0,0,0,0,
R,114,2nd,151,H R 2666,On Agreeing to the Amendment,Failed,None,1,229,0,15,172,2,0,14,0,0,0,0,
R,114,2nd,152,H R 2666,On Passage,Passed,No Rate Regulation of Broadband Internet Access Act,236,0,0,9,5,173,0,10,0,0,0,0,
R,114,2nd,153,H R 4570,On Motion to Suspend the Rules and Pass,Passed,Jeannette Rankin--Women and Minorities in STEM Fields Program, 100 Years of Women in Congress Act,220,6,2,17,157,0,0,31,0,0,0,0,
R,114,2nd,154,S 719,On Motion to Suspend the Rules and Pass,Passed,Captain John E. Moran and Captain William Wylie Galt Armed Forces Reserve Center,227,0,1,17,160,0,0,28,0,0,0,0,
R,114,2nd,155,H RES 688,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4890, to impose a ban on the payment of bonuses to employees of the IRS until the Secretary of the Treasury develops and implements a comprehensive customer service strategy; and providing for consideration of H.R. 3724, the Ensuring Integrity in the IRS Workforce Act of 2015,240,0,0,5,0,172,0,16,0,0,0,0,
R,114,2nd,156,H RES 688,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4890, to impose a ban on the payment of bonuses to employees of the IRS until the Secretary of the Treasury develops and implements a comprehensive customer service strategy; and providing for consideration of H.R. 3724, the Ensuring Integrity in the IRS Workforce Act of 2015,239,0,0,6,3,172,0,13,0,0,0,0,
R,114,2nd,157,H RES 687,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 1206, the No Hires for the Delinquent IRS Act; and providing for consideration of H.R. 4885, the IRS Oversight While Eliminating Spending (OWES) Act of 2016,239,0,0,6,0,173,0,15,0,0,0,0,
R,114,2nd,158,H RES 687,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 1206, the No Hires for the Delinquent IRS Act; and providing for consideration of H.R. 4885, the IRS Oversight While Eliminating Spending (OWES) Act of 2016,239,0,0,6,0,173,0,15,0,0,0,0,
R,114,2nd,159,H R 1206,On Motion to Recommit with Instructions,Failed,No Hires for the Delinquent IRS Act,0,244,0,1,177,1,0,10,0,0,0,0,
R,114,2nd,16,H R 1155,On Agreeing to the Amendment,Failed,None,2,238,0,5,174,1,0,13,0,0,0,0,
R,114,2nd,160,H R 1206,On Passage,Passed,No Hires for the Delinquent IRS Act,243,1,0,1,11,169,0,8,0,0,0,0,
R,114,2nd,161,H R 4885,On Passage,Passed,IRS Oversight While Eliminating Spending (OWES) Act of 2016,244,0,0,1,1,179,0,8,0,0,0,0,
R,114,2nd,162,H R 4890,On Passage,Passed,To impose a ban on the payment of bonuses to employees of the Internal Revenue Service until the Secretary of the Treasury develops and implements a comprehensive customer service strategy,238,0,0,7,22,158,0,8,0,0,0,0,
R,114,2nd,163,H R 3724,On Passage,Passed,Ensuring Integrity in the IRS Workforce Act of 2016,241,0,0,4,104,78,0,6,0,0,0,0,
R,114,2nd,164,H R 4820,On Motion to Suspend the Rules and Pass, as Amended,Passed,Combating Terrorist Recruitment Act of 2016,231,0,0,14,91,79,0,18,0,0,0,0,
R,114,2nd,165,H R 4096,On Motion to Suspend the Rules and Pass,Passed,Investor Clarity and Bank Parity Act,229,0,0,16,166,3,0,19,0,0,0,0,
R,114,2nd,166,H R 4923,On Motion to Suspend the Rules and Pass, as Amended,Passed,American Manufacturing Competitiveness Act of 2016,235,2,0,8,180,0,0,8,0,0,0,0,
R,114,2nd,167,H R 699,On Motion to Suspend the Rules and Pass, as Amended,Passed,Email Privacy Act,238,0,0,7,181,0,0,7,0,0,0,0,
R,114,2nd,168,H RES 701,On Ordering the Previous Question,Passed,Providing for consideration for H.R. 701, the Helping Angels Lead Our Startups Act,237,0,0,8,1,181,0,6,0,0,0,0,
R,114,2nd,169,H RES 701,On Agreeing to the Resolution,Passed,Providing for consideration for H.R. 701, the Helping Angels Lead Our Startups Act,236,0,0,9,4,177,0,7,0,0,0,0,
R,114,2nd,17,H R 1155,On Agreeing to the Amendment,Failed,None,0,241,0,4,173,3,0,12,0,0,0,0,
R,114,2nd,170,H R 4498,On Agreeing to the Amendment,Failed,None,0,237,0,8,139,35,0,14,0,0,0,0,
R,114,2nd,171,H R 4498,On Passage,Passed,Helping Angels Lead Our Startups (HALOS) Act,237,0,0,8,88,89,0,11,0,0,0,0,
R,114,2nd,172,S 1890,On Motion to Suspend the Rules and Pass,Passed,Defend Trade Secrets Act of 2016,234,2,0,9,176,0,0,12,0,0,0,0,
R,114,2nd,175,H R 5019,On Motion to Suspend the Rules and Pass,Passed,Fair Access to Investment Research Act of 2016,233,0,0,12,178,6,0,4,0,0,0,0,
R,114,2nd,177,H R 2901,On Motion to Suspend the Rules and Pass, as Amended,Passed,Flood Insurance Market Parity and Modernization Act,234,0,0,11,185,0,0,3,0,0,0,0,
R,114,2nd,178,H R 4901,On Motion to Recommit with Instructions,Failed,Scholarships for Opportunity and Results Reauthorization Act,0,227,0,18,167,1,0,20,0,0,0,0,
R,114,2nd,179,H R 4901,On Passage,Passed,Scholarships for Opportunity and Results Reauthorization Act,222,8,0,15,2,173,0,13,0,0,0,0,
R,114,2nd,18,H R 1155,On Agreeing to the Amendment,Failed,None,0,241,0,4,173,4,0,11,0,0,0,0,
R,114,2nd,181,H R 5052,On Motion to Suspend the Rules and Pass, as Amended,Passed,Opioid Program Evaluation Act,237,0,0,8,173,1,0,14,0,0,0,0,
R,114,2nd,182,H RES 720,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4641, to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes; and H.R. 5046, the Comprehensive Opioid Abuse Reduction Act of 2016,215,0,0,30,0,173,0,15,0,0,0,0,
R,114,2nd,183,H RES 720,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4641, to provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes; and H.R. 5046, the Comprehensive Opioid Abuse Reduction Act of 2016,238,0,0,7,17,163,0,8,0,0,0,0,
R,114,2nd,184,H R 4641,On Passage,Passed,To provide for the establishment of an inter-agency task force to review, modify, and update best practices for pain management and prescribing pain medication, and for other purposes,231,4,0,10,181,0,0,7,0,0,0,0,
R,114,2nd,185,H R 4843,On Motion to Suspend the Rules and Pass, as Amended,Passed,Infant Plan of Safe Care Improvement Act,238,0,0,7,183,0,0,5,0,0,0,0,
R,114,2nd,186,H R 5046,On Agreeing to the Amendment,Failed,None,13,222,0,10,177,3,0,8,0,0,0,0,
R,114,2nd,187,H R 5046,On Passage,Passed,Comprehensive Opioid Abuse Reduction Act of 2016,233,5,0,7,180,0,0,8,0,0,0,0,
R,114,2nd,188,H R 1818,On Motion to Suspend the Rules and Pass, as Amended,Passed,Veteran Emergency Medical Technician Support Act of 2016,233,1,0,11,182,0,0,6,0,0,0,0,
R,114,2nd,190,H RES 725,On Ordering the Previous Question,Passed,Providing for consideration of S. 524, the Comprehensive Addiction and Recovery Act of 2016,231,0,0,14,1,172,0,15,0,0,0,0,
R,114,2nd,191,H RES 725,On Agreeing to the Resolution,Passed,Providing for consideration of S. 524, the Comprehensive Addiction and Recovery Act of 2016,231,0,0,14,9,165,0,14,0,0,0,0,
R,114,2nd,192,JOURNAL,On Approving the Journal,Passed,None,139,87,1,18,96,73,1,18,0,0,0,0,
R,114,2nd,193,S 524,On Passage,Passed,Comprehensive Addiction and Recovery Act of 2016,228,4,0,13,172,1,0,15,0,0,0,0,
R,114,2nd,194,H R 4743,On Motion to Suspend the Rules and Pass, as Amended,Passed,National Cybersecurity Preparedness Consortium Act of 2016,224,3,0,18,170,0,0,18,0,0,0,0,
R,114,2nd,195,H R 4407,On Motion to Suspend the Rules and Pass, as Amended,Passed,Counterterrorism Advisory Board Act of 2016,222,5,0,18,167,0,0,21,0,0,0,0,
R,114,2nd,196,H RES 732,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 4909) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes,239,0,0,6,0,177,0,11,0,0,0,0,
R,114,2nd,197,H RES 732,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 4909) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes,234,1,0,10,0,180,0,8,0,0,0,0,
R,114,2nd,198,S 524,On Motion to Instruct Conferees,Failed,Comprehensive Addiction and Recovery Act of 2016,3,236,0,6,179,0,0,9,0,0,0,0,
R,114,2nd,199,H R 897,On Motion to Suspend the Rules and Pass, as Amended,Failed,Zika Vector Control Act,239,0,0,6,23,159,0,6,0,0,0,0,
R,114,2nd,2,H RES 579,On Ordering the Previous Question,Passed,Providing for consideration of the Senate amendment to the bill (H.R. 3762) to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016,238,0,0,7,1,175,0,12,0,0,0,0,
R,114,2nd,200,H RES 735,On Agreeing to the Resolution,Passed,Providing for further consideration of the bill (H.R. 4909) to authorize appropriations for fiscal year 2017 for military activities of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes,230,5,0,10,0,170,0,18,0,0,0,0,
R,114,2nd,201,H RES 736,On Ordering the Previous Question,Passed,Providing for consideration of H.R. 4974, the Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2017; and providing for consideration of H.R. 5243, the Zika Response Appropriations Act, 2016,240,0,0,5,0,182,0,6,0,0,0,0,
R,114,2nd,202,H RES 736,On Agreeing to the Resolution,Passed,Providing for consideration of H.R. 4974, the Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2017; and providing for consideration of H.R. 5243, the Zika Response Appropriations Act, 2016,241,0,0,4,0,183,0,5,0,0,0,0,
R,114,2nd,203,H R 4909,On Agreeing to the Amendment,Failed,None,120,121,0,4,91,92,0,5,0,0,0,0,
R,114,2nd,204,H R 4909,On Agreeing to the Amendment,Failed,None,3,238,0,4,160,21,0,7,0,0,0,0,
R,114,2nd,205,H R 4909,On Agreeing to the Amendment,Agreed to,None,233,8,0,4,10,172,0,6,0,0,0,0,
R,114,2nd,206,H R 5243,Table Appeal of the Ruling of the Chair,Passed,Making appropriations for the fiscal year ending September 30, 2016, to strengthen public health activities in response to the Zika virus, and for other purposes,240,0,0,5,0,183,0,5,0,0,0,0,
R,114,2nd,207,H R 5243,On Passage,Passed,Making appropriations for the fiscal year ending September 30, 2016, to strengthen public health activities in response to the Zika virus, and for other purposes,238,4,0,3,3,180,0,5,0,0,0,0,
R,114,2nd,208,H R 4909,On Agreeing to the Amendment,Failed,None,159,83,0,3,0,183,0,5,0,0,0,0,
R,114,2nd,209,H R 4909,On Agreeing to the Amendment,Agreed to,None,227,15,0,3,0,183,0,5,0,0,0,0,
R,114,2nd,21,H RES 581,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 1927) to amend title 28, United States Code, to improve fairness in class action litigation.,235,0,0,10,1,176,0,11,0,0,0,0,
R,114,2nd,210,H R 4909,On Agreeing to the Amendment,Failed,None,13,228,0,4,125,57,0,6,0,0,0,0,
R,114,2nd,211,H R 4909,On Agreeing to the Amendment,Failed,None,3,239,0,3,60,121,1,6,0,0,0,0,
R,114,2nd,212,H R 4909,On Agreeing to the Amendment,Failed,None,8,234,0,3,123,58,1,6,0,0,0,0,
R,114,2nd,213,H R 4909,On Agreeing to the Amendment,Failed,None,3,238,0,4,129,51,1,7,0,0,0,0,
R,114,2nd,214,H R 4909,On Agreeing to the Amendment,Failed,None,39,203,0,3,2,180,0,6,0,0,0,0,
R,114,2nd,215,H R 4909,On Motion to Recommit with Instructions,Failed,National Defense Authorization Act for Fiscal Year 2017,0,242,0,3,181,1,0,6,0,0,0,0,
R,114,2nd,216,H R 4909,On Passage,Passed,National Defense Authorization Act for Fiscal Year 2017,237,5,0,3,40,142,0,6,0,0,0,0,
R,114,2nd,217,H R 4974,On Agreeing to the Amendment,Failed,None,28,214,0,3,24,158,0,6,0,0,0,0,
R,114,2nd,218,H R 4974,On Agreeing to the Amendment,Failed,None,30,211,0,4,21,160,0,7,0,0,0,0,
R,114,2nd,219,H R 4974,On Agreeing to the Amendment,Failed,None,31,207,0,7,25,156,0,7,0,0,0,0,
R,114,2nd,22,H RES 581,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 1927) to amend title 28, United States Code, to improve fairness in class action litigation.,234,0,0,11,0,176,0,12,0,0,0,0,
R,114,2nd,220,H R 4974,On Agreeing to the Amendment,Failed,None,31,210,0,4,33,150,0,5,0,0,0,0,
R,114,2nd,221,H R 4974,On Agreeing to the Amendment,Agreed to,None,57,184,0,4,176,5,0,7,0,0,0,0,
R,114,2nd,222,H R 4974,On Agreeing to the Amendment,Agreed to,None,217,22,0,6,2,180,0,6,0,0,0,0,
R,114,2nd,223,H R 4974,On Agreeing to the Amendment,Agreed to,None,84,158,0,3,181,1,1,5,0,0,0,0,
R,114,2nd,224,H R 4974,On Agreeing to the Amendment,Failed,None,200,42,0,3,0,183,0,5,0,0,0,0,
R,114,2nd,225,H R 4974,On Agreeing to the Amendment,Failed,None,209,33,0,3,0,183,0,5,0,0,0,0,
R,114,2nd,226,H R 4974,On Agreeing to the Amendment,Failed,None,29,213,0,3,183,0,0,5,0,0,0,0,
R,114,2nd,227,H R 4974,On engrossment and third reading,Passed,Making appropriations for military construction, the Department of Veterans Affairs and related agencies for the fiscal year ending September 30, 2017, and for other purposes.,241,0,0,4,0,183,0,5,0,0,0,0,
R,114,2nd,228,H R 4974,On Passage,Passed,Making appropriations for military construction, the Department of Veterans Affairs and related agencies for the fiscal year ending September 30, 2017, and for other purposes.,238,4,0,3,57,125,0,6,0,0,0,0,
R,114,2nd,229,H R 4889,On Motion to Suspend the Rules and Pass, as Amended,Failed,Kelsey Smith Act,176,50,0,19,53,108,0,27,0,0,0,0,
R,114,2nd,23,H R 1927,On Agreeing to the Amendment,Failed,None,8,209,0,28,150,2,0,36,0,0,0,0,
R,114,2nd,230,H R 3998,On Motion to Suspend the Rules and Pass, as Amended,Passed,Securing Access to Networks in Disasters Act,227,2,0,16,162,0,0,26,0,0,0,0,
R,114,2nd,231,H RES 743,On Ordering the Previous Question,Passed,Providing for consideration of the bill (H.R. 5055) making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2017, and for other purposes,233,0,0,12,0,174,0,14,0,0,0,0,
R,114,2nd,232,H RES 743,On Agreeing to the Resolution,Passed,Providing for consideration of the bill (H.R. 5055) making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2017, and for other purposes,234,0,0,11,3,171,0,14,0,0,0,0,
R,114,2nd,233,H RES 742,On Ordering the Previous Question,Passed,Providing for consideration of the Senate amendment to the bill (H.R. 2576) to modernize the Toxic Substances Control Act, and for other purposes, and providing for consideration of the bill (H.R. 897) Reducing Regulatory Burdens Act, and for other purposes,234,0,0,11,0,175,0,13,0,0,0,0,
R,114,2nd,234,H RES 742,On Agreeing to the Resolution,Passed,Providing for consideration of the Senate amendment to the bill (H.R. 2576) to modernize the Toxic Substances Control Act, and for other purposes, and providing for consideration of the bill (H.R. 897) Reducing Regulatory Burdens Act, and for other purposes,234,0,0,11,4,171,0,13,0,0,0,0,
